,RadarSysTime_labeled,Radar_Time_labeled,RANGE_labeled,AZIMUTH_labeled,ELEVATION_labeled,X_labeled,Y_labeled,Z_labeled,VELX_labeled,VELY_labeled,VELZ_labeled,ACCX_labeled,ACCY_labeled,ACCZ_labeled,P_UAV_labeled,P_UNK_labeled,ID_labeled,RCSEst_labeled,RCSEst_DBSM_labeled,label,TS_diff,jumped/ok
1749,2022.06.30 12:50:05:755,15.977,1350.65727044378,53.4585018041877,3.54359919534522,802.650323807728,1083.07818735547,83.4814947685227,12.638137,-4.223795,-3.580386,0.0,0.0,0.0,254,254,2536,0.0501187233627272,-13,0.0,0.5510000000000002,ok
1750,2022.06.30 12:50:06:301,16.523,1352.32813707115,53.1527094369737,3.54086581989808,809.421810795087,1080.11669242824,83.5203763246536,12.631547,-4.221372,-3.578598,0.0,0.0,0.0,254,254,2536,0.0501187233627272,-13,0.0,0.5459999999999994,ok
1751,2022.06.30 12:50:06:850,17.072,1353.87465028127,52.8427646684193,3.53167773848927,816.193297782913,1076.96315814296,83.399192629382,12.624682,-4.218843,-3.576741,-3.6e-05,-0.000106,2.8e-05,254,254,2536,0.0501187233627272,-13,0.0,0.5489999999999995,ok
1752,2022.06.30 12:50:07:398,17.62,1355.75581189885,52.5198821033931,3.53712696864625,823.38703489257,1073.83021567091,83.6437695259228,12.616796,-4.215896,-3.574648,0.0,0.0,0.0,254,254,2536,0.0501187233627272,-13,0.0,0.5480000000000018,ok
1753,2022.06.30 12:50:07:944,18.166,1357.2299446811,52.2359827027101,3.53308419323137,829.602382966317,1070.90499314467,83.6391330268234,12.610568,-4.21365,-3.572916,0.000197,-0.000624,-0.000718,254,254,2536,0.0501187233627272,-13,0.0,0.5459999999999994,ok
1754,2022.06.30 12:50:08:494,18.716,1359.27836197247,51.8995778191425,3.52881661046125,837.141133929603,1067.62946268621,83.6643150569871,12.603059,-4.210896,-3.570872,-0.012809,0.009602,0.018452,254,254,2536,0.0501187233627272,-13,0.0,0.5500000000000007,ok
1787,2022.06.30 12:49:57:387,0.0,1598.96129755381,40.9928200010068,3.52873642323517,1204.59467247687,1046.87317946149,98.4146952414885,14.041731,-29.120716,28.002779,-0.006565,0.005861,0.010474,0,0,2553,0.0251188643150958,-16,0.0,0.0,ok
1788,2022.06.30 12:49:57:939,0.552,1582.03485491608,40.3666651591178,3.66175584560858,1202.91568057705,1022.5553082774,101.038552567363,14.125167,-29.046164,27.896387,6e-06,2e-06,5e-06,254,254,2553,0.0251188643150958,-16,0.0,0.552,ok
1789,2022.06.30 12:49:58:488,1.101,1567.29948374234,39.8097104544134,3.78847080922437,1201.3294099723,1001.25491241932,103.556365476921,14.146488,-29.013739,27.856936,0.000399,-0.000878,-0.001328,254,254,2553,0.0251188643150958,-16,0.0,0.5489999999999999,ok
1790,2022.06.30 12:49:59:039,1.652,1550.93272742299,39.1584489436687,3.91965887486057,1199.78430686379,977.072216379067,106.018045516685,14.142725,-28.993443,27.83922,0.0,0.0,0.0,254,254,2553,0.0251188643150958,-16,0.0,0.5509999999999999,ok
