RadarSysTime_labeled,Radar_Time_labeled,RANGE_labeled,AZIMUTH_labeled,ELEVATION_labeled,X_labeled,Y_labeled,Z_labeled,VELX_labeled,VELY_labeled,VELZ_labeled,ACCX_labeled,ACCY_labeled,ACCZ_labeled,P_UAV_labeled,P_UNK_labeled,ID_labeled,RCSEst_labeled,RCSEst_DBSM_labeled
2022.06.30 11:18:01:169,242.169,356.21518033049,70.1085193274406,25.4990971296546,109.392857547351,302.334883309053,153.349521518685,2.912851,1.976626,-5.717635,-0.000207,0.000184,0.000598,254,254,811,0.1,-10
2022.06.30 11:18:01:718,242.718,352.87055944628,69.8368144867503,25.651438325027,109.645150105157,298.598701921062,152.755975311622,2.912155,1.976177,-5.716641,0,0,0,254,254,811,0.1,-10
2022.06.30 11:18:02:266,243.266,349.642630392547,69.6271314713955,25.8375875229911,109.552428810322,295.005108519472,152.381823971868,2.910848,1.975338,-5.714777,0.000222,-2.4e-05,-4e-05,254,254,811,0.1,-10
2022.06.30 11:18:02:813,243.813,344.95252633065,70.24102290447,25.1964524509472,105.520468896891,293.754124718871,146.854316505603,2.227133,-0.40307,-5.331419,0,0,0,0,0,811,0.00630957344480193,-22
2022.06.30 11:18:03:363,244.363,341.383359745084,70.2160714792738,25.2537511719154,104.506011086743,290.532285964884,145.64368427638,2.227655,-0.399745,-5.331972,3.9e-05,-5e-06,-6e-06,254,254,811,0.00630957344480193,-22
2022.06.30 11:18:03:925,244.925,338.364785204653,70.1999342058216,25.2977812352948,103.625442067909,287.829701071783,144.591005265713,2.226474,-0.39991,-5.330688,0,0,0,254,254,811,0.00630957344480193,-22
2022.06.30 11:18:04:475,245.475,335.064087698605,70.1432446282312,25.3853353781798,102.822109319086,284.714177904145,143.643285958096,2.224954,-0.400092,-5.329037,0.000392,-0.000501,-0.000754,254,254,811,0.00630957344480193,-22
2022.06.30 11:18:05:039,246.039,332.046227837546,70.1260921047405,25.4313910583327,101.941540300719,282.01159301151,142.590606946498,2.224717,-0.394118,-5.328794,0,0,0,254,254,811,0.00630957344480193,-22
2022.06.30 11:18:05:587,246.587,328.796749107041,70.0960001707843,25.4666453673089,101.060971281885,279.116968760351,141.377862683497,2.222501,-0.394357,-5.326395,0,0,0,254,254,811,0.00630957344480193,-22
2022.06.30 11:18:06:140,247.14,325.730013930772,70.0492121315121,25.570144323942,100.257638533062,276.193484950771,140.590208627284,2.220523,-0.394579,-5.324248,0,0,0,254,254,811,0.00630957344480193,-22
2022.06.30 11:18:06:687,247.687,317.31734774012,66.0587387669194,29.0673719927935,112.548969453882,253.488190659184,154.164736071602,5.493323,6.747663,-7.487739,0,0,0,254,254,811,0.0501187233627272,-13
2022.06.30 11:18:07:234,248.234,313.292795059478,65.2797074534982,29.6170790570726,113.898054814797,247.401287019813,154.829621605575,5.492682,6.746761,-7.48653,4e-06,-1e-06,-1e-06,254,254,811,0.0501187233627272,-13
2022.06.30 11:18:07:797,248.797,309.710616487672,64.4274052374297,30.1581889089869,115.59215402882,241.555874110622,155.595242776908,5.491156,6.744745,-7.483688,0,0,0,254,254,811,0.0501187233627272,-13
2022.06.30 11:18:08:334,249.334,306.304679257993,63.6631477053595,30.6855451615427,116.864003119725,236.073948105248,156.315233858302,5.489467,6.742542,-7.480561,0,0,0,254,254,811,0.0501187233627272,-13
2022.06.30 11:18:08:902,249.902,319.393517057918,64.8323793823324,30.3276920752414,117.239987022946,249.513564869732,161.276114559732,4.700562,3.862709,-4.815609,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:09:438,250.438,316.101972836663,64.3372594541969,30.8441687182573,117.533447077232,244.623437526294,162.06702274736,4.699413,3.861723,-4.813818,0.038172,0.005778,0.009524,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:09:990,250.99,313.385102375535,63.8495791075247,31.3441596827905,117.960795922834,240.252564044204,163.015884153545,4.697861,3.860416,-4.811407,1e-06,1e-06,-2e-06,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:10:539,251.539,307.026140962006,64.588756905122,30.3643401962886,113.676543451597,239.281053178132,155.200748364441,2.800377,0.97519,-3.976445,0,0,0,254,254,811,0.158489319246111,-8
2022.06.30 11:18:11:089,252.089,304.643053762634,64.4098472219254,30.5700671925719,113.295460825426,236.57020054078,154.938920153305,2.800593,0.975962,-3.976342,-0.002101,0.00211,0.002594,254,254,811,0.158489319246111,-8
2022.06.30 11:18:11:641,252.641,302.496700695021,64.2457520737675,30.7880667074276,112.914378199255,234.051387262418,154.837157193571,2.799658,0.97564,-3.975189,-0.002626,0.009906,-0.002673,254,254,811,0.158489319246111,-8
2022.06.30 11:18:12:187,253.187,300.121563870262,64.0228439905699,31.059333666739,112.610531843094,231.119635708586,154.840353938751,2.799092,0.976346,-3.974027,0,0,0,254,254,811,0.158489319246111,-8
2022.06.30 11:18:12:738,253.738,297.759201489498,63.8326454608004,31.2745401551435,112.229449216923,228.4087830717,154.578525726683,2.798722,0.977795,-3.972825,0.010102,0.001516,0.002496,254,254,811,0.158489319246111,-8
2022.06.30 11:18:13:285,254.285,295.633905019367,63.6579017258662,31.5019256542419,111.848366590752,225.889969792872,154.47676276695,2.796951,0.977206,-3.970651,-0.000667,0.000669,0.000823,254,254,811,0.158489319246111,-8
2022.06.30 11:18:13:833,254.833,293.285048662593,63.4600671389967,31.7234134986317,111.46728396458,223.179117155985,154.214934555814,2.79534,0.976654,-3.968665,0,0,0,254,254,811,0.158489319246111,-8
2022.06.30 11:18:14:398,255.398,278.930065452477,62.6085310676347,34.4845971269597,105.776915899641,204.138745459011,157.92592592258,6.111264,1.992069,-5.859426,0,0,0,254,254,811,0.0158489319246111,-18
2022.06.30 11:18:14:947,255.947,275.570577750129,62.2156040356874,35.1033269423701,105.09198691731,199.456338060918,158.467620713636,6.107337,1.990895,-5.856803,0.009387,-0.001625,-0.007922,254,254,811,0.0158489319246111,-18
2022.06.30 11:18:15:498,256.498,272.173369148702,61.8655607640637,35.7212826710486,104.195932873652,194.859654435473,158.906467834488,6.105351,1.990365,-5.854434,0,0,0,254,254,811,0.0158489319246111,-18
2022.06.30 11:18:16:044,257.044,267.466610184826,61.2909392345095,35.5439851649138,104.540946726293,190.876279277625,155.485767935403,4.649172,2.055893,-6.070447,0.000491,-0.000747,-0.001331,0,0,811,0.0251188643150958,-16
2022.06.30 11:18:16:608,257.608,264.069553409556,60.7953615156752,36.087708560486,104.123795326591,186.272182809607,155.543042904697,4.648491,2.055795,-6.070027,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:17:157,258.157,260.990320558905,60.2923409555289,36.5970699053712,103.840532718671,181.995300844414,155.598205840215,4.646454,2.055239,-6.06835,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:17:719,258.719,257.857913309808,59.8333096537572,37.1023870239548,103.346145049425,177.804142651403,155.550521104597,4.644214,2.054396,-6.065781,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:18:269,259.269,254.571050849552,59.2779116258025,37.6802940674165,102.928993649723,173.200046183385,155.607796073891,4.654254,2.053185,-6.060874,0.009559,-0.008429,-0.004428,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:18:816,259.816,251.507059467488,58.7803632812421,38.2075473927179,102.434605980477,169.008887990371,155.560111339204,4.651633,2.052098,-6.057526,0.001639,-0.001459,-0.001012,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:19:364,260.364,248.975317370389,58.3100590941805,38.7001153022251,102.074107102546,165.336983659174,155.67037982028,4.649499,2.051218,-6.054801,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:19:911,260.911,245.578450561938,57.6573746978504,39.3069034525233,101.65695570331,160.540847832632,155.567589538172,4.649488,2.050159,-6.051068,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:20:459,261.459,242.45590703137,57.0069024178969,39.9313073561296,101.239804303609,155.936751364148,155.624864507467,4.647655,2.049107,-6.04739,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:21:010,262.01,239.542528344034,56.4194184657849,40.5021239763019,100.745416634362,151.745593171134,155.577179771848,4.64501,2.048035,-6.04402,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:21:557,262.557,236.928007694431,55.8305822516376,41.0284035719846,100.384917756431,147.881649480947,155.527383003384,4.642882,2.047163,-6.041305,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:22:103,263.103,234.197777994488,55.1210509106541,41.6302697880583,100.101655148511,143.604767515753,155.582545938902,4.640765,2.046323,-6.037957,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:22:672,263.672,231.008795889145,54.3262679214366,42.3570739390834,99.5506149574939,138.673456544911,155.641932941042,4.637489,2.045062,-6.033828,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:23:223,264.223,228.297332373666,53.6161189243296,42.908672681363,99.1901160795628,134.617473496197,155.432070920244,4.635027,2.044069,-6.030695,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:23:773,264.773,225.469539945149,52.7755595283005,43.6004016597078,98.7729646798614,130.013377028179,155.489345889539,4.632239,2.043105,-6.027147,0.006098,-0.011536,-0.016526,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:24:320,265.32,222.827331075914,52.0069324362496,44.2338038340049,98.2785770106151,125.822218835165,155.441661154851,4.629364,2.04213,-6.02357,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:24:869,265.869,220.353381779148,51.1226789159868,44.8837172913611,97.9953144026945,121.545336869509,155.496824089438,4.62668,2.041071,-6.02017,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:25:417,266.417,217.813839993809,50.2793093490423,45.5350336943645,97.5009267334482,117.354178676494,155.449139354751,4.624431,2.040153,-6.017302,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:25:966,266.966,215.221015161144,49.2698113986056,46.2648272148559,97.0837753337468,112.750082208477,155.506414324045,4.621144,2.039294,-6.013387,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:26:517,267.517,212.795597694232,48.3391807347399,46.932879445875,96.5893876645005,108.558924015462,155.458729588427,4.618314,2.038236,-6.00984,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:27:079,268.079,210.556844546188,47.2770324593972,47.6109237210419,96.3061250565799,104.282042050272,155.513892523013,4.615899,2.037268,-6.006771,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:27:632,268.632,208.037655396737,46.1963581740249,48.290596951761,95.811737386868,99.8988444987335,155.306142536923,4.612539,2.036457,-6.002838,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:28:183,269.183,205.925732463744,45.0276755697688,49.0464011361249,95.3945859876322,95.4867873892399,155.523482757621,4.609297,2.035582,-5.998989,-0.001627,0.002591,0.006516,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:28:730,269.73,203.749020419196,43.8909482768276,49.7360444039712,94.9001983183859,91.2956291962255,155.475798022002,4.606617,2.034567,-5.995622,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:29:295,270.295,201.778360358111,42.6045981044599,50.4258720979837,94.6169357099997,87.0187472305697,155.530960956588,4.603569,2.033748,-5.992005,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:29:858,270.858,199.539183688059,41.2756728021715,51.1894279982736,93.9886592494381,82.5003745347312,155.485388255678,4.599827,2.033211,-5.987868,-0.012392,0.020851,0.033182,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:30:406,271.406,197.718181294442,39.8544903439732,51.8761438262678,93.7053966415176,78.2234925695375,155.540551191196,4.596942,2.03222,-5.984308,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:30:955,271.955,196.010171059299,38.541203917973,52.4930046803042,93.3448977635865,74.3595488793508,155.4907544218,4.594448,2.031466,-5.981296,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:31:501,272.501,194.156067720874,36.8934253879232,53.2400086017076,92.9277463638851,69.7554524113293,155.548029391095,4.591005,2.030881,-5.977431,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:32:051,273.051,192.41351216557,35.3486193028961,53.9162632435297,92.4333586946388,65.5642942183185,155.500344655477,4.588098,2.029925,-5.973872,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:32:598,273.598,190.893150133608,33.8465253457133,54.437659043416,92.2067486080229,61.8355256724317,155.288370600902,4.585855,2.029074,-5.971052,0.000196,6.7e-05,-0.000305,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:33:148,274.148,189.323622621905,31.92054087488,55.2238057059021,91.6557084170062,57.096254060576,155.507822856307,4.582892,2.028104,-5.967427,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:33:695,274.695,187.799434813408,29.9404376694097,55.8421734113675,91.3724458090857,52.6273327359268,155.402920539491,4.579967,2.027303,-5.963949,0,-3e-06,2e-06,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:34:241,275.241,186.387053593703,28.0567170018243,56.4608745055816,90.8780581398394,48.4361745433816,155.355235803872,4.577406,2.026323,-5.960724,1e-06,-3e-06,-3e-06,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:34:822,275.822,185.060165294124,26.0828781438157,57.0586188127209,90.3836704705931,44.2450163503672,155.307551069185,4.574829,2.025556,-5.957621,-6.7e-05,-0.000432,0.000525,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:35:371,276.371,184.304462325097,24.1653823305986,57.5462355719241,90.2342966539878,40.4873882465254,155.520667222328,4.571495,2.025511,-5.954213,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:35:907,276.907,183.018309339645,21.6717263728248,58.1240096071711,89.8171452542864,35.6912524199834,155.417876940221,4.568145,2.024543,-5.950197,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:36:454,277.454,181.963478710178,19.4254400297685,58.6333278948072,89.3227575850401,31.5000942269689,155.370192203671,4.56545,2.023829,-5.947008,-1e-05,2e-06,-3e-06,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:37:002,278.002,181.000935399878,17.0892522151904,59.1073710902169,88.8283699157937,27.3089360334889,155.322507468984,4.562732,2.023181,-5.943838,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:37:566,278.566,180.208018938561,14.4028555733829,59.5672831025329,88.4112185160923,22.704839565471,155.379782438278,4.559573,2.022389,-5.940127,5.1e-05,-0.000113,-0.000164,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:38:113,279.113,179.444103053911,11.8917001529677,59.9546564953303,87.916830846846,18.5136813724603,155.33209770266,4.556959,2.021409,-5.936849,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:18:38:678,279.678,178.962368972603,9.22755775374576,60.2579652696727,87.6335682389254,14.2367994072665,155.387260638177,4.55443,2.02066,-5.933805,0,0,0,254,254,811,0.0251188643150958,-16
